Media Outlet,Ad Instance Date Time (EST),Ad Length,Net Cleared,P25-54 Imps +3 (Actual),CPM,Ad,Program,Program Genre,Feed,Market,Attributes,Ad Instance ID
SUNDANCE CHANNEL,9/15/2021 1:44,:30,42.5,25.6,1.66015625,Open Sesame 30 V2,NCIS,action/adventure / Comedy / crime / crime drama / drama / military / mystery & suspense / part info in copy / police / season copy / spin-off / suspense/thriller,Dual,National,LOC,34614551
AMERICAN MOVIE CLASSICS,9/15/2021 1:44,:30,34,16.2,2.098765432,Going Camping 30,Sixteen Candles,Comedy / coming of age / family / modernized copy / pop culture classic / Romance / teens,Dual,National,LOC,34614541
LEARNING CHANNEL,9/15/2021 1:53,:30,42.5,14,3.035714286,Going Camping 30,My Big Fat Fabulous Life,dance / drama / entertainment / fitness / health / reality,Dual,National,LOC,34614576
TBD NETWORK,9/15/2021 2:06,:30,8.5,7,1.214285714,Going Camping 30,,,Dual,National,,34614531
HALLMARK CHANNEL,9/15/2021 2:13,:30,42.5,41.1,1.03406326,Open Sesame 30 V2,Frasier,Comedy / family / Sitcom / spin-off,Dual,National,LOC,34614552
BOUNCE-TV,9/15/2021 2:18,:30,102,26.1,3.908045977,Open Sesame 30 V2,Torque,action/adventure / suspense/thriller,Live,National,LOC,34614521
NATIONAL GEOGRAPHIC CHANNEL,9/15/2021 2:23,:30,25.5,11,2.318181818,How Does Your Credit Grow 30 V2,To Catch a Smuggler,behind-the-scenes / crime / Documentary / drugs / police / reality,Dual,National,LOC,34614534
INVESTIGATION DISCOVERY,9/15/2021 2:26,:30,42.5,45.6,0.932017544,Going Camping 30,American Monster,crime / crime drama / docudrama / Documentary / drama / mystery & suspense / police / profile / reality,Dual,National,LOC,34614563
ANIMAL PLANET,9/15/2021 2:29,:30,17,9.3,1.827956989,Going Camping 30,North Woods Law,animals / crime / outdoors / reality,Dual,National,LOC,34614507
DISCOVERY CHANNEL,9/15/2021 2:30,:30,25.5,8.4,3.035714286,Open Sesame 30 V2,Discovery Channel Programming,generic source record / other / to be announced,Dual,National,LOC,34614510
QUEST,9/15/2021 2:46,:30,17,0.2874,59.15100905,How Does Your Credit Grow 30 V2,America's Book of Secrets,Documentary / government / history / Politics,Live,National,,34614622
AMERICAN MOVIE CLASSICS,9/15/2021 3:12,:30,34,5.6,6.071428571,How Does Your Credit Grow 30 V2,The Walking Dead,adaptation / drama / fantasy / Horror / sci-fi / season copy / suspense/thriller,Dual,National,LOC,34614543
BOUNCE-TV,9/15/2021 3:18,:30,42.5,31.2,1.362179487,Going Camping 30,In the Heat of the Night,adaptation / crime drama / police,Live,National,LOC,34614522
WEATHER CHANNEL,9/15/2021 3:21,:30,0,10.8,0,Open Sesame 30 V2,Storm Stories: The Next Chapter,Documentary / Weather,Live,National,LOC,34614515
OWN: OPRAH WINFREY NETWORK,9/15/2021 3:23,:30,25.5,5.7,4.473684211,Going Camping 30,Queen Sugar,adaptation / drama / family issues / season copy,Dual,National,LOC,34614516
INVESTIGATION DISCOVERY,9/15/2021 3:24,:30,42.5,48.3,0.879917184,How Does Your Credit Grow 30 V2,See No Evil,crime / Documentary / mystery & suspense / police,Dual,National,LOC,34614564
LAFF TV,9/15/2021 3:29,:30,21.25,16,1.328125,How Does Your Credit Grow 30 V2,Paid Programming,other,Live,National,,34614529
DISCOVERY CHANNEL,9/15/2021 3:35,:30,25.5,3.8,6.710526316,Going Camping 30,Underground Marvels,Documentary / history / Science,Dual,National,LOC,34614509
OWN: OPRAH WINFREY NETWORK,9/15/2021 3:46,:30,25.5,5.4,4.722222222,How Does Your Credit Grow 30 V2,Queen Sugar,adaptation / drama / family issues / season copy,Dual,National,LOC,34614517
TURNER NETWORK TELEVISION,9/15/2021 3:50,:30,340,52,6.538461538,Open Sesame 30 V2,NCIS: New Orleans,Comedy / crime drama / drama / military / season copy / spin-off / suspense/thriller,Dual,National,,34614533
AMERICAN MOVIE CLASSICS,9/15/2021 3:56,:30,34,4,8.5,Open Sesame 30 V2,The Walking Dead,adaptation / drama / fantasy / Horror / sci-fi / season copy / suspense/thriller,Dual,National,LOC,34614544
HALLMARK MOVIES & MYSTERIES,9/15/2021 4:15,:30,25.5,5.1,5,Going Camping 30,"Magnum, P.I.",action/adventure / crime drama / mystery & suspense / season copy,Dual,National,LOC,34614572
BOUNCE-TV,9/15/2021 4:21,:30,42.5,23.1,1.83982684,How Does Your Credit Grow 30 V2,Scandal,drama / Politics / season copy / suspense/thriller / troubled relationships / workplace,Live,National,LOC,34614523
WE TV,9/15/2021 4:25,:30,42.5,12,3.541666667,Going Camping 30,Waka & Tammy,reality / Romance,Dual,National,LOC,34614511
LAFF TV,9/15/2021 4:27,:30,21.25,12,1.770833333,Open Sesame 30 V2,Paid Programming,other,Live,National,,34614530
ANTENNA TV,9/15/2021 4:31,:30,12.75,9,1.416666667,Going Camping 30,Mork & Mindy,Comedy / family / Sitcom / spin-off,Dual,National,,34614550
AMERICAN MOVIE CLASSICS,9/15/2021 5:02,:30,34,4.2,8.095238095,Going Camping 30,The Walking Dead,adaptation / drama / fantasy / Horror / sci-fi / season copy / suspense/thriller,Dual,National,LOC,34614542
FOX NEWS CHANNEL,9/14/2021 6:16,:30,233.75,19.4,12.04896907,How Does Your Credit Grow 30 V2,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,34606783
FX NETWORK,9/14/2021 7:16,:30,59.5,7.6,7.828947368,How Does Your Credit Grow 30 V2,Atomic Blonde,action/adventure / adaptation / mystery / mystery & suspense / other / suspense/thriller,Dual,National,LOC,34606806
CNN,9/14/2021 7:20,:30,2975,128,23.2421875,Open Sesame 30 V2,New Day With John Berman and Brianna Keilar,newscast / other,Live,National,,34606753
ACCUWEATHER,9/14/2021 7:23,:30,34,0.5749,59.14072013,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34606820
FOX NEWS CHANNEL,9/14/2021 7:51,:30,233.75,38.6,6.055699482,Open Sesame 30 V2,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,34606784
FX NETWORK,9/14/2021 8:05,:30,59.5,12,4.958333333,Going Camping 30,Atomic Blonde,action/adventure / adaptation / mystery / mystery & suspense / other / suspense/thriller,Dual,National,LOC,34606805
ACCUWEATHER,9/14/2021 8:23,:30,34,0.5749,59.14072013,Going Camping 30,Accuweather,Weather,Live,National,LOC,34606816
ACCUWEATHER,9/14/2021 8:53,:30,34,0.5749,59.14072013,How Does Your Credit Grow 30 V2,Accuweather,Weather,Live,National,LOC,34606818
ACCUWEATHER,9/14/2021 9:23,:30,34,0.5749,59.14072013,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34606821
DISCOVERY CHANNEL,9/14/2021 9:24,:30,51,3.4,15,Going Camping 30,Abandoned: Expedition Shipwreck,drama / history / outdoors,Dual,National,LOC,34606735
DISCOVERY CHANNEL,9/14/2021 9:45,:30,51,3.8,13.42105263,How Does Your Credit Grow 30 V2,Abandoned: Expedition Shipwreck,drama / history / outdoors,Dual,National,LOC,34606736
TRAVEL CHANNEL,9/14/2021 9:54,:30,30.6,8.4,3.642857143,Open Sesame 30 V2,Hometown Horror,Horror / mystery & suspense / reality,Dual,National,LOC,34606804
ASPIRE,9/14/2021 10:16,:30,17,0.2874,59.15100905,Going Camping 30,Urban Indie Film Block,other / short subject,Live,National,,34607725
WEATHER CHANNEL,9/14/2021 10:17,:30,51,15.2,3.355263158,How Does Your Credit Grow 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,34606738
ACCUWEATHER,9/14/2021 10:23,:30,34,0.5749,59.14072013,Going Camping 30,Accuweather,Weather,Live,National,LOC,34606817
MTV2,9/14/2021 10:24,:30,17.85,10.4,1.716346154,Open Sesame 30 V2,American Pie Presents Band Camp,Comedy / Romance / sequel / teens,Dual,National,LOC,34606807
TRAVEL CHANNEL,9/14/2021 10:56,:30,30.6,8.6,3.558139535,Going Camping 30,Hometown Horror,Horror / mystery & suspense / reality,Dual,National,LOC,34606802
WEATHER CHANNEL,9/14/2021 11:17,:30,42.5,13.2,3.21969697,Open Sesame 30 V2,America's Morning Headquarters,newscast / Weather,Live,National,LOC,34606740
NATIONAL GEOGRAPHIC CHANNEL,9/14/2021 11:21,:30,42.5,13,3.269230769,Open Sesame 30 V2,Primal Survivor,action/adventure / behind-the-scenes / drama / environment / hunting / nature / outdoors / reality / spin-off / wildlife,Dual,National,LOC,34606765
ACCUWEATHER,9/14/2021 11:23,:30,34,0.5749,59.14072013,How Does Your Credit Grow 30 V2,Accuweather,Weather,Live,National,LOC,34606819
ASPIRE,9/14/2021 11:46,:30,17,0.2874,59.15100905,How Does Your Credit Grow 30 V2,Urban Indie Film Block,other / short subject,Live,National,,34607726
ASPIRE,9/14/2021 12:14,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Side by Side With Malika & Khadijah,reality / talk / Variety,Live,National,,34607727
ACCUWEATHER,9/14/2021 12:23,:30,17,0.2874,59.15100905,How Does Your Credit Grow 30 V2,Accuweather,Weather,Live,National,LOC,34606824
NATIONAL GEOGRAPHIC CHANNEL,9/14/2021 12:43,:30,42.5,8.5,5,How Does Your Credit Grow 30 V2,Primal Survivor,action/adventure / behind-the-scenes / drama / environment / hunting / nature / outdoors / reality / spin-off / wildlife,Dual,National,LOC,34606764
ASPIRE,9/14/2021 12:43,:30,17,0.2874,59.15100905,Going Camping 30,Side by Side With Malika & Khadijah,fashion / talk,Live,National,,34607728
QUEST,9/14/2021 12:52,:30,127.5,2.1557,59.14552118,Going Camping 30,American Restoration,entertainment / history / hobbies & crafts / reality,Live,National,,34606838
NATIONAL GEOGRAPHIC CHANNEL,9/14/2021 13:23,:30,42.5,8,5.3125,Going Camping 30,Primal Survivor,action/adventure / behind-the-scenes / Documentary / drama / environment / hunting / nature / reality / season copy / spin-off / wildlife,Dual,National,LOC,34606763
ACCUWEATHER,9/14/2021 13:23,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34606826
QUEST,9/14/2021 13:53,:30,127.5,2.1557,59.14552118,How Does Your Credit Grow 30 V2,Shipping Wars,Documentary / entertainment / reality / serial / trading / Variety,Live,National,,34606839
NATIONAL GEOGRAPHIC CHANNEL,9/14/2021 14:20,:30,42.5,9,4.722222222,Open Sesame 30 V2,Primal Survivor 2 - 601,action/adventure / behind-the-scenes / Documentary / drama / environment / hunting / nature / reality / season copy / spin-off / wildlife,Dual,National,LOC,34606766
ACCUWEATHER,9/14/2021 14:23,:30,17,0.2874,59.15100905,Going Camping 30,Accuweather,Weather,Live,National,LOC,34606822
BOUNCE-TV,9/14/2021 14:23,:30,170,4.2,40.47619048,Open Sesame 30 V2,In the Heat of the Night,adaptation / crime drama / police,Live,National,LOC,34606751
TRAVEL CHANNEL,9/14/2021 14:24,:30,30.6,10.2,3,How Does Your Credit Grow 30 V2,The Dead Files,crime / Documentary / Horror / Paranormal,Dual,National,LOC,34606803
QUEST,9/14/2021 15:47,:30,127.5,2.1557,59.14552118,Open Sesame 30 V2,Storage Wars Texas,reality / reality competition / spin-off,Live,National,,34606840
BOUNCE-TV,9/14/2021 16:47,:30,170,4.8,35.41666667,Going Camping 30,Rumble in the Bronx,"action/adventure / Couples, Dating, Relationships & Weddings / crime drama / martial arts",Live,National,LOC,34606749
BLACK ENTERTAINMENT TELEVISION,9/14/2021 17:15,:30,935,66,14.16666667,Open Sesame 30 V2,American Gangster,adaptation / crime drama / drama / modernized copy / mystery & suspense / suspense/thriller,Dual,National,,34606752
TRAVEL CHANNEL,9/14/2021 17:21,:30,51,12.4,4.112903226,How Does Your Credit Grow 30 V2,The Dead Files,crime / Documentary / Horror / Paranormal,Dual,National,LOC,34606796
BOUNCE-TV,9/14/2021 17:22,:30,170,10.8,15.74074074,How Does Your Credit Grow 30 V2,To Be Announced,other / to be announced,Live,National,LOC,34606750
ESPNEWS,9/14/2021 17:42,:30,51,0.8623,59.14414937,Open Sesame 30 V2,Highly Questionable,interview / sports stuff / talk,Live,National,,34606815
ACCUWEATHER,9/14/2021 18:23,:30,17,0.2874,59.15100905,How Does Your Credit Grow 30 V2,Accuweather,Weather,Live,National,LOC,34606825
MTV2,9/14/2021 19:10,:30,28.05,7.2,3.895833333,Going Camping 30,Fear Factor,Game Show / reality / reality competition / reboot/reimagining / season copy,Dual,National,LOC,34606808
ACCUWEATHER,9/14/2021 19:23,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Accuweather,Weather,Live,National,LOC,34606827
QUEST,9/14/2021 19:25,:30,34,0.5749,59.14072013,Going Camping 30,Ice Road Truckers,action/adventure / entertainment / environment / nature / outdoors / reality / suspense/thriller / wealth,Live,National,,34606837
REELZ CHANNEL,9/14/2021 19:41,:30,106.25,15.3,6.944444444,Going Camping 30,Autopsy: The Last Hours of...,Biography / celebrities / docudrama / Documentary,Live,National,LOC,34606785
FX MOVIE CHANNEL,9/14/2021 19:57,:30,17,4.5,3.777777778,Open Sesame 30 V2,Hotel Transylvania 3: Summer Vacation,action/adventure / animated / children / Comedy / family / other / sequel,Dual,National,LOC,34606770
ESPNEWS,9/14/2021 20:13,:30,51,0.8623,59.14414937,Open Sesame 30 V2,This Just In,sports stuff / talk,Live,National,,34606810
ACCUWEATHER,9/14/2021 20:23,:30,17,0.2874,59.15100905,Going Camping 30,Accuweather,Weather,Live,National,LOC,34606823
TRAVEL CHANNEL,9/14/2021 20:40,:30,76.5,25.8,2.965116279,Open Sesame 30 V2,The Dead Files,crime / Documentary / Horror / Paranormal,Dual,National,LOC,34606798
HALLMARK MOVIES & MYSTERIES,9/14/2021 20:46,:30,55.25,25.2,2.192460317,Going Camping 30,The Ultimate Life,drama / Romance / sequel,Dual,National,LOC,34606791
NICKELODEON,9/14/2021 20:47,:30,110.5,28.8,3.836805556,How Does Your Credit Grow 30 V2,SpongeBob SquarePants,action/adventure / animals / animated / cartoon / children / Comedy / family / fantasy,Dual,National,LOC,34606788
ESPNEWS,9/14/2021 20:52,:30,51,0.8623,59.14414937,Open Sesame 30 V2,Highly Questionable,interview / sports stuff / talk,Live,National,,34606811
ESPNEWS,9/14/2021 21:26,:30,51,0.8623,59.14414937,Open Sesame 30 V2,NBA: The Jump,basketball / pro / sports stuff,Live,National,,34606812
TRAVEL CHANNEL,9/14/2021 21:40,:30,76.5,24,3.1875,Going Camping 30,The Dead Files,crime / Documentary / Horror / Paranormal,Dual,National,LOC,34606797
FX MOVIE CHANNEL,9/14/2021 21:41,:30,17,9,1.888888889,How Does Your Credit Grow 30 V2,Hotel Transylvania 3: Summer Vacation,action/adventure / animated / children / Comedy / family / other / sequel,Dual,National,LOC,34606769
ASPIRE,9/14/2021 21:51,:30,42.5,0.7186,59.14277762,How Does Your Credit Grow 30 V2,Just Angela,entertainment / profile / talk,Live,National,,34607729
ASPIRE,9/14/2021 22:14,:30,42.5,0.7186,59.14277762,Open Sesame 30 V2,Side by Side With Malika & Khadijah,reality / talk / Variety,Live,National,,34607730
FX MOVIE CHANNEL,9/14/2021 22:14,:30,17,10.8,1.574074074,Going Camping 30,Hotel Transylvania 3: Summer Vacation,action/adventure / animated / children / Comedy / family / other / sequel,Dual,National,LOC,34606768
BOUNCE-TV,9/14/2021 22:51,:30,127.5,36,3.541666667,Open Sesame 30 V2,The Long Kiss Goodnight,"action/adventure / Crime, Forensics & Law Enforcement / espionage / modernized copy / mystery / mystery & suspense / suspense/thriller",Live,National,LOC,34606748
MTV2,9/14/2021 23:11,:30,28.05,10,2.805,How Does Your Credit Grow 30 V2,Fear Factor,Game Show / reality / reality competition / reboot/reimagining / season copy,Dual,National,LOC,34606809
HALLMARK CHANNEL,9/14/2021 23:17,:30,136,40.2,3.383084577,How Does Your Credit Grow 30 V2,The Golden Girls,Comedy / Sitcom,Dual,National,LOC,34606778
WEATHER CHANNEL,9/14/2021 23:17,:30,68,2,34,Open Sesame 30 V2,Jade Fever,Documentary / environment / nature / reality,Live,National,LOC,34606739
HALLMARK MOVIES & MYSTERIES,9/14/2021 23:21,:30,55.25,6.6,8.371212121,How Does Your Credit Grow 30 V2,"Murder, She Wrote",crime drama / mystery & suspense / season copy,Dual,National,LOC,34606792
ESPNEWS,9/14/2021 23:22,:30,51,0.8623,59.14414937,Open Sesame 30 V2,Around the Horn,debate / sports stuff / talk,Live,National,,34606813
BOUNCE-TV,9/14/2021 23:39,:30,127.5,30.3,4.207920792,Going Camping 30,Bullet to the Head,action/adventure / adaptation / drama / mystery & suspense / suspense/thriller,Live,National,LOC,34606747
ESPNEWS,9/14/2021 23:51,:30,51,0.8623,59.14414937,Open Sesame 30 V2,Pardon the Interruption,interview / sports stuff / talk,Live,National,,34606814
HEROES & ICONS NETWORK,9/14/2021 23:56,:30,161.5,20,8.075,Open Sesame 30 V2,Star Trek: Voyager,fantasy / sci-fi / spin-off,Live,National,,34606795
MISC,9/15/2021 0:00,N/A,0,,,Credit Sesame GA Totals,,,Live,MISC,,34611496
BOUNCE-TV,9/16/2021 0:10,:30,102,11.4,8.947368421,Going Camping 30,S.W.A.T.: Firefight,action/adventure / police / suspense/thriller,Live,National,LOC,34619179
QUEST,9/16/2021 0:11,:30,17,0.2874,59.15100905,Open Sesame 30 V2,Mayday,aviation / drama / fantasy / history / investigative journalism / mystery & suspense,Live,National,,34619274
FX NETWORK,9/16/2021 0:12,:30,34,26,1.307692308,Open Sesame 30 V2,American Horror Story: Double Feature,drama / Horror / mystery & suspense,Dual,National,LOC,34619245
HALLMARK CHANNEL,9/16/2021 0:17,:30,136,46.2,2.943722944,Going Camping 30,The Golden Girls,Comedy / Sitcom,Dual,National,LOC,34619216
DISCOVERY CHANNEL,9/16/2021 0:30,:30,25.5,23.4,1.08974359,How Does Your Credit Grow 30 V2,Expedition Unknown,action/adventure / Documentary / educational / history / mystery & suspense / reality / Travel,Dual,National,LOC,34619162
ANIMAL PLANET,9/16/2021 0:36,:30,17,14.7,1.156462585,How Does Your Credit Grow 30 V2,Lone Star Law: Uncuffed,animals / outdoors / police / reality,Dual,National,LOC,34619156
INVESTIGATION DISCOVERY,9/16/2021 0:37,:30,42.5,76.2,0.557742782,Open Sesame 30 V2,Where Murder Lies,reality / talk,Dual,National,LOC,34619224
REELZ CHANNEL,9/16/2021 0:41,:30,68,5.4,12.59259259,Open Sesame 30 V2,Autopsy: The Last Hours Of...,Biography / celebrities / docudrama / Documentary / Music,Live,National,LOC,34619227
DISCOVERY CHANNEL,9/16/2021 0:53,:30,25.5,23.4,1.08974359,Open Sesame 30 V2,Expedition Unknown,action/adventure / Documentary / educational / history / mystery & suspense / reality / Travel,Dual,National,LOC,34619164
WEATHER CHANNEL,9/16/2021 0:54,:30,0,7.2,0,Going Camping 30,World's Deadliest Weather,Documentary / nature / Weather,Live,National,LOC,34619173
ANTENNA TV,9/16/2021 1:07,:30,17,28,0.607142857,How Does Your Credit Grow 30 V2,Maude,comedy-drama / Sitcom / spin-off,Dual,National,,34619212
BOUNCE-TV,9/16/2021 1:10,:30,102,12,8.5,How Does Your Credit Grow 30 V2,S.W.A.T.: Firefight,action/adventure / police / suspense/thriller,Live,National,LOC,34619180
LEARNING CHANNEL,9/16/2021 1:16,:30,42.5,20.4,2.083333333,How Does Your Credit Grow 30 V2,Dr. Pimple Popper,advice / health / health & fitness / medicine / reality,Dual,National,LOC,34619234
DISCOVERY CHANNEL,9/16/2021 1:28,:30,25.5,18.6,1.370967742,Going Camping 30,Expedition Unknown,action/adventure / Documentary / educational / history / mystery & suspense / reality / Travel,Dual,National,LOC,34619161
REELZ CHANNEL,9/16/2021 1:38,:30,68,4.5,15.11111111,Going Camping 30,Autopsy: The Last Hours Of...,Biography / celebrities / docudrama / Documentary,Live,National,LOC,34619226
TBD NETWORK,9/16/2021 1:38,:30,8.5,5,1.7,Open Sesame 30 V2,,,Dual,National,,34619194
FX NETWORK,9/16/2021 1:40,:30,34,21.2,1.603773585,How Does Your Credit Grow 30 V2,American Horror Story: Double Feature,drama / Horror / mystery & suspense,Dual,National,LOC,34619244
LEARNING CHANNEL,9/16/2021 1:43,:30,42.5,20.8,2.043269231,Open Sesame 30 V2,Dr. Pimple Popper,advice / health / health & fitness / medicine / reality,Dual,National,LOC,34619236
FX MOVIE CHANNEL,9/16/2021 1:57,:30,17,6.3,2.698412698,Open Sesame 30 V2,Logan,action/adventure / drama / other / sci-fi / sequel,Dual,National,LOC,34619208
LAFF TV,9/16/2021 2:05,:30,68,26,2.615384615,Going Camping 30,Night Court,Comedy / Sitcom,Live,National,,34619193
TBS SUPERSTATION,9/16/2021 2:15,:30,1275,97,13.1443299,Open Sesame 30 V2,George Lopez,Comedy / Sitcom,Dual,National,,34619196
NATIONAL GEOGRAPHIC CHANNEL,9/16/2021 2:23,:30,25.5,11.5,2.217391304,Going Camping 30,"Drugs, Inc.: The Fix",behind-the-scenes / Documentary / drugs / enhanced episode,Dual,National,LOC,34619200
FX MOVIE CHANNEL,9/16/2021 2:31,:30,17,2.4,7.083333333,How Does Your Credit Grow 30 V2,Logan,action/adventure / drama / other / sci-fi / sequel,Dual,National,LOC,34619207
TBS SUPERSTATION,9/16/2021 2:46,:30,1275,61,20.90163934,Going Camping 30,New Girl,Comedy / Sitcom,Dual,National,,34619195
DISCOVERY CHANNEL,9/16/2021 2:50,:30,25.5,8.6,2.965116279,How Does Your Credit Grow 30 V2,Expedition Unknown,action/adventure / Documentary / educational / history / mystery & suspense / reality / season finale / Travel,Dual,National,LOC,34619163
LEARNING CHANNEL,9/16/2021 2:57,:30,42.5,20,2.125,Going Camping 30,My Feet Are Killing Me,advice / health / medicine / reality,Dual,National,LOC,34619233
SUNDANCE CHANNEL,9/16/2021 3:00,:30,42.5,8,5.3125,Going Camping 30,Criminal Minds,crime drama / drama / police / suspense/thriller,Dual,National,LOC,34619213
HALLMARK CHANNEL,9/16/2021 3:12,:30,42.5,31.8,1.336477987,How Does Your Credit Grow 30 V2,Frasier,Comedy / family / Sitcom / spin-off / tvg classic,Dual,National,LOC,34619215
WE TV,9/16/2021 3:16,:30,42.5,20.8,2.043269231,How Does Your Credit Grow 30 V2,Monk,action/adventure / comedy-drama / crime / crime drama,Dual,National,LOC,34619168
OWN: OPRAH WINFREY NETWORK,9/16/2021 3:17,:30,25.5,0.3,85,Open Sesame 30 V2,Love It or List It,entertainment / home & garden / home projects / how-to / makeover / real estate / reality / season copy,Dual,National,LOC,34619175
TURNER NETWORK TELEVISION,9/16/2021 3:24,:30,340,68,5,Going Camping 30,NCIS: New Orleans,action/adventure / Comedy / crime drama / drama / military / mystery & suspense / police / season copy / spin-off / suspense/thriller,Dual,National,,34619198
